nome_arquivo,imagem,threshold,prompt_fundo,prompt_roupa,clip_fundo,clip_inpainting
img-14-mscoco__fundo_2289__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th07__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.288818359375,0.2203369140625
img-14-mscoco__fundo_2313__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th09__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,0.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.29248046875,0.2423095703125
img-14-mscoco__fundo_2337__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th11__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.1,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.2568359375,0.254638671875
img-14-mscoco__fundo_2361__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th13__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.3,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.30908203125,0.200927734375
img-14-mscoco__fundo_2385__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th15__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.5,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.384521484375,0.1849365234375
img-14-mscoco__fundo_2409__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th17__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.7,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.360107421875,0.155517578125
img-14-mscoco__fundo_2433__Photograph of a wall along a city street with a watercolor mural of foes in a jazz band__th19__A_person_with_arms_like_a_tree_branch.jpg,img-14-mscoco,1.9,Photograph of a wall along a city street with a watercolor mural of foxes in a jazz band.,A person with arms like a tree branch,0.3525390625,0.179443359375
img-15-mscoco__fundo_0004__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th01__A_scientist.jpg,img-15-mscoco,0.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.1533203125,0.27001953125
img-15-mscoco__fundo_0004__A sunset__th01__A_scientist.jpg,img-15-mscoco,0.1,A sunset,A scientist,0.14794921875,0.292236328125
img-15-mscoco__fundo_0004__The Parthenon in front of the Great Pyramid__th01__A_scientist.jpg,img-15-mscoco,0.1,The Parthenon in front of the Great Pyramid,A scientist,0.12335205078125,0.304931640625
img-15-mscoco__fundo_0004__The city of London__th01__A_scientist.jpg,img-15-mscoco,0.1,The city of London,A scientist,0.1890869140625,0.2578125
img-15-mscoco__fundo_0028__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th03__A_scientist.jpg,img-15-mscoco,0.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.1629638671875,0.254638671875
img-15-mscoco__fundo_0028__A sunset__th03__A_scientist.jpg,img-15-mscoco,0.3,A sunset,A scientist,0.1766357421875,0.30517578125
img-15-mscoco__fundo_0028__The Parthenon in front of the Great Pyramid__th03__A_scientist.jpg,img-15-mscoco,0.3,The Parthenon in front of the Great Pyramid,A scientist,0.14794921875,0.2474365234375
img-15-mscoco__fundo_0028__The city of London__th03__A_scientist.jpg,img-15-mscoco,0.3,The city of London,A scientist,0.2313232421875,0.24658203125
img-15-mscoco__fundo_0052__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th05__A_scientist.jpg,img-15-mscoco,0.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.21533203125,0.253662109375
img-15-mscoco__fundo_0052__A sunset__th05__A_scientist.jpg,img-15-mscoco,0.5,A sunset,A scientist,0.2060546875,0.292724609375
img-15-mscoco__fundo_0052__The Parthenon in front of the Great Pyramid__th05__A_scientist.jpg,img-15-mscoco,0.5,The Parthenon in front of the Great Pyramid,A scientist,0.2073974609375,0.254150390625
img-15-mscoco__fundo_0052__The city of London__th05__A_scientist.jpg,img-15-mscoco,0.5,The city of London,A scientist,0.218505859375,0.27392578125
img-15-mscoco__fundo_0076__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th07__A_scientist.jpg,img-15-mscoco,0.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.2008056640625,0.269287109375
img-15-mscoco__fundo_0076__A sunset__th07__A_scientist.jpg,img-15-mscoco,0.7,A sunset,A scientist,0.2060546875,0.294189453125
img-15-mscoco__fundo_0076__The Parthenon in front of the Great Pyramid__th07__A_scientist.jpg,img-15-mscoco,0.7,The Parthenon in front of the Great Pyramid,A scientist,0.222412109375,0.26318359375
img-15-mscoco__fundo_0076__The city of London__th07__A_scientist.jpg,img-15-mscoco,0.7,The city of London,A scientist,0.246337890625,0.264892578125
img-15-mscoco__fundo_0100__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th09__A_scientist.jpg,img-15-mscoco,0.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.223388671875,0.26953125
img-15-mscoco__fundo_0100__A sunset__th09__A_scientist.jpg,img-15-mscoco,0.9,A sunset,A scientist,0.1978759765625,0.29931640625
img-15-mscoco__fundo_0100__The Parthenon in front of the Great Pyramid__th09__A_scientist.jpg,img-15-mscoco,0.9,The Parthenon in front of the Great Pyramid,A scientist,0.246337890625,0.2491455078125
img-15-mscoco__fundo_0100__The city of London__th09__A_scientist.jpg,img-15-mscoco,0.9,The city of London,A scientist,0.2222900390625,0.2347412109375
img-15-mscoco__fundo_0124__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th11__A_scientist.jpg,img-15-mscoco,1.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.3046875,0.22412109375
img-15-mscoco__fundo_0124__A sunset__th11__A_scientist.jpg,img-15-mscoco,1.1,A sunset,A scientist,0.21337890625,0.2880859375
img-15-mscoco__fundo_0124__The Parthenon in front of the Great Pyramid__th11__A_scientist.jpg,img-15-mscoco,1.1,The Parthenon in front of the Great Pyramid,A scientist,0.2042236328125,0.2398681640625
img-15-mscoco__fundo_0124__The city of London__th11__A_scientist.jpg,img-15-mscoco,1.1,The city of London,A scientist,0.25390625,0.22607421875
img-15-mscoco__fundo_0148__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th13__A_scientist.jpg,img-15-mscoco,1.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.315673828125,0.2174072265625
img-15-mscoco__fundo_0148__A sunset__th13__A_scientist.jpg,img-15-mscoco,1.3,A sunset,A scientist,0.2288818359375,0.25830078125
img-15-mscoco__fundo_0148__The Parthenon in front of the Great Pyramid__th13__A_scientist.jpg,img-15-mscoco,1.3,The Parthenon in front of the Great Pyramid,A scientist,0.27685546875,0.2152099609375
img-15-mscoco__fundo_0148__The city of London__th13__A_scientist.jpg,img-15-mscoco,1.3,The city of London,A scientist,0.26904296875,0.1766357421875
img-15-mscoco__fundo_0172__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th15__A_scientist.jpg,img-15-mscoco,1.5,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.38232421875,0.200439453125
img-15-mscoco__fundo_0172__A sunset__th15__A_scientist.jpg,img-15-mscoco,1.5,A sunset,A scientist,0.2476806640625,0.2120361328125
img-15-mscoco__fundo_0172__The Parthenon in front of the Great Pyramid__th15__A_scientist.jpg,img-15-mscoco,1.5,The Parthenon in front of the Great Pyramid,A scientist,0.2467041015625,0.2235107421875
img-15-mscoco__fundo_0172__The city of London__th15__A_scientist.jpg,img-15-mscoco,1.5,The city of London,A scientist,0.26123046875,0.220703125
img-15-mscoco__fundo_0196__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th17__A_scientist.jpg,img-15-mscoco,1.7,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.332763671875,0.200439453125
img-15-mscoco__fundo_0196__A sunset__th17__A_scientist.jpg,img-15-mscoco,1.7,A sunset,A scientist,0.263916015625,0.1829833984375
img-15-mscoco__fundo_0196__The Parthenon in front of the Great Pyramid__th17__A_scientist.jpg,img-15-mscoco,1.7,The Parthenon in front of the Great Pyramid,A scientist,0.245361328125,0.1793212890625
img-15-mscoco__fundo_0196__The city of London__th17__A_scientist.jpg,img-15-mscoco,1.7,The city of London,A scientist,0.3037109375,0.1795654296875
img-15-mscoco__fundo_0220__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th19__A_scientist.jpg,img-15-mscoco,1.9,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A scientist,0.359375,0.2093505859375
img-15-mscoco__fundo_0220__A sunset__th19__A_scientist.jpg,img-15-mscoco,1.9,A sunset,A scientist,0.255126953125,0.16943359375
img-15-mscoco__fundo_0220__The Parthenon in front of the Great Pyramid__th19__A_scientist.jpg,img-15-mscoco,1.9,The Parthenon in front of the Great Pyramid,A scientist,0.275634765625,0.169677734375
img-15-mscoco__fundo_0220__The city of London__th19__A_scientist.jpg,img-15-mscoco,1.9,The city of London,A scientist,0.295654296875,0.181884765625
img-15-mscoco__fundo_0244__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th01__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-15-mscoco,0.1,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.11083984375,0.346923828125
img-15-mscoco__fundo_0244__A sunset__th01__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-15-mscoco,0.1,A sunset,A photograph of a knight in shining armor holding a basketball,0.1925048828125,0.368408203125
img-15-mscoco__fundo_0244__The Parthenon in front of the Great Pyramid__th01__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-15-mscoco,0.1,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.1734619140625,0.361572265625
img-15-mscoco__fundo_0244__The city of London__th01__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-15-mscoco,0.1,The city of London,A photograph of a knight in shining armor holding a basketball,0.2144775390625,0.39111328125
img-15-mscoco__fundo_0268__A single beam of light enters the room from the ceiling The beam of light is illuminating an easel On the easel there is a Rembrandt painting of a raccoon__th03__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-15-mscoco,0.3,"A single beam of light enters the room from the ceiling. The beam of light is illuminating an easel. On the easel, there is a Rembrandt painting of a raccoon.",A photograph of a knight in shining armor holding a basketball,0.1697998046875,0.388916015625
img-15-mscoco__fundo_0268__A sunset__th03__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-15-mscoco,0.3,A sunset,A photograph of a knight in shining armor holding a basketball,0.1807861328125,0.400634765625
img-15-mscoco__fundo_0268__The Parthenon in front of the Great Pyramid__th03__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-15-mscoco,0.3,The Parthenon in front of the Great Pyramid,A photograph of a knight in shining armor holding a basketball,0.2105712890625,0.3359375
img-15-mscoco__fundo_0268__The city of London__th03__A_photograph_of_a_knight_in_shining_armor_holding_a_basketball.jpg,img-15-mscoco,0.3,The city of London,A photograph of a knight in shining armor holding a basketball,0.2281494140625,0.344970703125
